Customer ID,Gender,Age,Married,Number of Dependents,City,Zip Code,Latitude,Longitude,Customer Status
2450-ZKEED,Female,33,No,0,Mammoth Lakes,93546,37.550074,-118.837167,Stayed
2451-YMUXS,Male,79,No,0,Vista,92084,33.22784,-117.200024,Stayed
2452-KDRRH,Male,76,No,0,Mi Wuk Village,95346,38.121601,-120.133915,Stayed
2452-MRMZF,Female,70,Yes,0,Inglewood,90303,33.936291,-118.332639,Stayed
2452-SNHFZ,Female,19,No,0,Elk Creek,95939,39.53222,-122.594879,Stayed
2453-SAFNS,Female,68,No,0,Likely,96116,41.266008,-120.490731,Stayed
2454-RPBRZ,Female,67,Yes,0,Catheys Valley,95306,37.394411,-120.127262,Churned
2455-USLMV,Female,30,No,0,Redlands,92373,34.003243,-117.138286,Stayed
2458-EOMRE,Female,19,No,0,Mc Farland,93250,35.666886,-119.186717,Stayed
2460-FPSYH,Female,72,No,0,Exeter,93221,36.301689,-119.018233,Churned
2460-NGXBJ,Male,65,Yes,1,Stockton,95206,37.902422,-121.440029,Stayed
2462-XIIJB,Male,33,No,0,Miranda,95553,40.210895,-123.86,Churned
2465-BLLEU,Male,31,No,0,Salinas,93906,36.722898,-121.633648,Joined
2466-FCCPT,Female,50,Yes,3,North Fork,93643,37.244307,-119.470256,Stayed
2466-NEJOJ,Male,58,Yes,3,Bodega,94922,38.343282,-122.9755,Stayed
2468-SJFLM,Male,37,No,0,Biggs,95917,39.457388,-121.818201,Joined
2469-DTSGX,Female,72,No,0,Somis,93066,34.297628,-119.014627,Stayed
2472-OVKUP,Male,39,Yes,2,Canoga Park,91304,34.224377,-118.632656,Churned
2474-BRUCM,Male,76,Yes,0,Redding,96002,40.527834,-122.318749,Churned
2474-LCNUE,Female,20,Yes,0,Sunset Beach,90742,33.719221,-118.073596,Stayed
2475-MROZF,Male,36,No,0,Murrieta,92562,33.548869,-117.334165,Stayed
2476-YGEFM,Female,24,No,0,Clovis,93611,36.917652,-119.593757,Stayed
2478-EEWWM,Male,21,Yes,0,Glenn,95943,39.597975,-122.032248,Stayed
2479-BRAMR,Male,74,Yes,0,Murphys,95247,38.147852,-120.440124,Churned
2480-EJWYP,Female,66,Yes,0,Roseville,95747,38.784329,-121.373245,Stayed
2480-JZOSN,Female,64,Yes,0,Woody,93287,35.710244,-118.881679,Joined
2480-SQIOB,Male,40,Yes,2,Woodland Hills,91364,34.153733,-118.593408,Stayed
2481-SBOYW,Female,62,No,1,San Bernardino,92405,34.142747,-117.300864,Stayed
2482-CZGBB,Male,41,No,0,Anaheim,92804,33.818,-117.974404,Churned
2483-XSSMZ,Female,22,No,0,Orinda,94563,37.873916,-122.20522,Stayed
2484-DGXPZ,Female,45,Yes,0,San Dimas,91773,34.102119,-117.815532,Churned
2485-ITVKB,Female,36,Yes,0,Northridge,91325,34.236683,-118.517588,Churned
2486-WYVVE,Male,47,Yes,0,Sacramento,95830,38.490508,-121.284171,Stayed
2495-INZWQ,Male,44,No,0,San Juan Bautista,95045,36.810568,-121.503022,Churned
2495-KZNFB,Female,26,No,0,La Mesa,91942,32.782501,-117.01611,Stayed
2495-TTHBQ,Female,52,No,1,La Quinta,92253,33.695532,-116.310571,Stayed
2498-XLDZR,Female,26,Yes,1,San Diego,92113,32.697098,-117.116587,Stayed
2499-AJYUA,Female,69,Yes,0,Benton,93512,37.653947,-118.231443,Stayed
2501-XWWTZ,Male,51,No,0,San Clemente,92673,33.4725,-117.584273,Stayed
2504-DSHIH,Male,66,Yes,0,Thousand Oaks,91360,34.214054,-118.88109,Stayed
2506-CLAKW,Female,20,No,0,Ventura,93003,34.279221,-119.221437,Churned
2506-TNFCO,Female,76,Yes,0,Riverside,92509,34.004379,-117.447864,Churned
2507-QZPQS,Male,24,No,0,La Mirada,90638,33.902045,-118.008961,Stayed
2509-TFPJU,Male,62,Yes,0,Torrance,90505,33.807882,-118.347957,Stayed
2511-ALLCS,Female,38,Yes,3,Temple City,91780,34.101608,-118.055848,Stayed
2511-MORQY,Male,46,Yes,0,Torrance,90502,33.833181,-118.292062,Stayed
2514-GINMM,Male,60,No,0,Dana Point,92629,33.477923,-117.705314,Churned
2516-VQRRV,Female,77,No,0,Culver City,90230,33.993991,-118.39704,Churned
2516-XSJKX,Female,20,Yes,2,San Juan Bautista,95045,36.810568,-121.503022,Stayed
2519-ERQOJ,Male,74,No,0,Desert Hot Springs,92241,33.832799,-116.250973,Stayed
2519-FAKOD,Male,30,No,0,Tehachapi,93561,35.073777,-118.652112,Churned
2519-LBNQL,Male,80,Yes,0,Artesia,90701,33.867593,-118.080637,Stayed
2519-TWKFS,Male,34,Yes,1,Blocksburg,95514,40.309088,-123.668201,Stayed
2520-SGTTA,Female,23,Yes,3,Ben Lomond,95005,37.078873,-122.090386,Stayed
2521-NPUZR,Male,26,Yes,0,Santa Maria,93458,34.95934,-120.490081,Stayed
2522-AHJXR,Male,36,Yes,0,Death Valley,92328,36.27688,-117.033326,Stayed
2522-WLNSF,Female,74,Yes,0,Los Olivos,93441,34.70434,-120.02609,Stayed
2523-EWWZL,Female,26,Yes,0,Blythe,92225,33.674583,-114.71612,Stayed
2525-GVKQU,Female,60,No,0,Santa Margarita,93453,35.303926,-120.256567,Stayed
2528-HFYZX,Male,66,Yes,0,Santa Ana,92706,33.765893,-117.881533,Churned
2530-ENDWQ,Female,55,Yes,0,Rio Dell,95562,40.485849,-124.163234,Churned
2530-FMFXO,Male,38,Yes,1,Irvine,92602,33.720359,-117.733655,Stayed
2533-QVMSK,Male,46,Yes,0,March Air Reserve Base,92518,33.888323,-117.277533,Churned
2533-TIBIX,Male,59,Yes,2,Oak Run,96069,40.689243,-122.037023,Stayed
2535-PBCGC,Female,21,Yes,0,San Diego,92108,32.774046,-117.142454,Stayed
2538-OIMXF,Female,29,No,1,Cathedral City,92234,33.829583,-116.474131,Joined
2541-YGPKE,Male,29,Yes,3,Lemon Cove,93244,36.462671,-118.997291,Stayed
2542-HYGIQ,Female,58,No,0,Palo Alto,94303,37.45809,-122.115398,Joined
2545-EBUPK,Female,70,No,0,Los Angeles,90045,33.954017,-118.402447,Joined
2545-LXYVJ,Male,19,Yes,0,Suisun City,94585,38.197907,-122.017258,Stayed
2546-KZAAT,Male,28,Yes,0,San Diego,92119,32.802959,-117.027095,Stayed
2550-AEVRU,Female,33,Yes,2,Woodland Hills,91364,34.153733,-118.593408,Stayed
2550-QHZGP,Male,48,No,0,Calexico,92231,32.690654,-115.431225,Stayed
2558-BUOZZ,Male,51,No,0,Glendale,91204,34.136306,-118.26036,Stayed
2560-PPCHE,Female,22,No,0,Huntington Beach,92649,33.721917,-118.043237,Stayed
2560-QTSBS,Female,26,Yes,2,Pomona,91766,34.042286,-117.756106,Stayed
2560-WBWXF,Male,45,No,0,March Air Reserve Base,92518,33.888323,-117.277533,Stayed
2565-JSLRY,Male,21,No,0,Bakersfield,93306,35.449881,-118.841442,Churned
2568-BRGYX,Male,43,No,0,Dixon,95620,38.392821,-121.799917,Churned
2568-OIADY,Female,26,Yes,0,Escondido,92027,33.141265,-116.967221,Churned
2569-WGERO,Female,30,No,0,Landers,92285,34.341737,-116.539416,Stayed
2573-GYRUU,Male,65,Yes,0,San Miguel,93451,35.886767,-120.608661,Stayed
2575-GFSOE,Female,25,Yes,0,Graton,95444,38.434362,-122.86891,Churned
2576-HXMPA,Female,30,No,0,Mckinleyville,95519,40.965011,-124.015255,Joined
2577-GVSIL,Male,61,Yes,0,Lamont,93241,35.245035,-118.905553,Stayed
2578-JQPHZ,Male,30,No,0,Bayside,95524,40.825486,-124.049485,Stayed
2580-ASVVY,Female,23,Yes,0,San Ysidro,92173,32.555828,-117.040073,Stayed
2580-ATZSQ,Female,55,Yes,2,San Jose,95123,37.238758,-121.828375,Stayed
2581-VKIRT,Female,57,Yes,0,Kings Beach,96143,39.246654,-120.029273,Stayed
2582-FFFZR,Female,34,No,0,Vallejo,94592,38.093701,-122.276589,Stayed
2585-KTFRE,Male,61,No,1,Escondido,92027,33.141265,-116.967221,Joined
2586-CWXVV,Male,45,Yes,0,Hawaiian Gardens,90716,33.830431,-118.074071,Stayed
2587-EKXTS,Male,48,No,0,San Diego,92116,32.765299,-117.122565,Stayed
2587-YNLES,Female,52,Yes,1,Downey,90240,33.956228,-118.120993,Stayed
2589-AYCRP,Female,63,No,0,Cedar Glen,92321,34.255203,-117.175654,Stayed
2592-HODOV,Male,44,No,0,Brea,92823,33.924143,-117.79387,Stayed
2592-SEIFQ,Male,36,No,0,San Anselmo,94960,37.99272,-122.575026,Churned
2592-YKDIF,Female,47,No,0,North Highlands,95660,38.671295,-121.388251,Joined
2595-KIWPV,Male,48,No,1,Tecate,91980,32.587557,-116.636816,Stayed
2599-CIPQE,Male,36,Yes,3,Compton,90220,33.88151,-118.234451,Stayed
2599-CZABP,Male,57,Yes,0,Meridian,95957,39.068071,-121.832638,Stayed
2603-HVKCG,Male,20,No,0,Meridian,95957,39.068071,-121.832638,Stayed
2604-IJPDU,Female,32,Yes,0,Encino,91316,34.150354,-118.518292,Stayed
2604-XVDAM,Female,54,No,0,Pope Valley,94567,38.672708,-122.403219,Stayed
2606-PKWJB,Male,62,No,3,Little River,95456,39.245911,-123.77214,Stayed
2606-RMDHZ,Male,47,No,0,Lakewood,90713,33.847755,-118.112532,Churned
2607-DHDAK,Male,54,Yes,2,Bakersfield,93307,35.280113,-118.962329,Stayed
2607-FBDFF,Male,32,No,0,Tuolumne,95379,37.939768,-120.188002,Joined
2608-BHKFN,Female,46,No,0,Berkeley,94703,37.863843,-122.275684,Churned
2609-IAICY,Female,32,No,0,North Fork,93643,37.244307,-119.470256,Churned
2612-PHGOX,Male,47,Yes,0,Graton,95444,38.434362,-122.86891,Stayed
2612-RANWT,Female,24,No,0,Mount Laguna,91948,32.830852,-116.444601,Churned
2612-RRIDN,Male,25,No,0,Westwood,96137,40.271535,-121.018087,Churned
2615-YVMYX,Male,68,Yes,0,Chula Vista,91915,32.605012,-116.97595,Stayed
2616-FLVQC,Male,42,No,0,Point Arena,95468,38.911299,-123.609588,Stayed
2616-UUTFK,Male,54,Yes,0,Bakersfield,93313,35.140938,-119.051348,Stayed
2619-WFQWU,Female,34,No,0,Mission Viejo,92692,33.60693,-117.644253,Churned
2621-UDNLU,Female,35,Yes,0,San Francisco,94107,37.768881,-122.395521,Joined
2623-DRYAM,Female,19,Yes,0,Jamul,91935,32.695681,-116.798386,Stayed
2625-TRCZQ,Female,21,Yes,0,Auburn,95602,38.99003,-121.114408,Stayed
2626-URJFX,Male,55,Yes,3,Termo,96132,41.027281,-120.669427,Churned
2626-VEEWG,Male,48,Yes,2,Sun City,92587,33.69887,-117.25071,Stayed
2632-IVXVF,Female,40,Yes,3,Kernville,93238,35.852892,-118.397782,Stayed
2632-TACXW,Female,49,Yes,0,Richmond,94801,37.945288,-122.383941,Stayed
2632-UCGVD,Male,71,Yes,0,Fairfield,94533,38.287136,-122.02711,Churned
2634-HCZGT,Male,71,Yes,0,San Jose,95126,37.327069,-121.916819,Churned
2636-ALXXZ,Female,68,No,0,Tahoe Vista,96148,39.24124,-120.054765,Churned
2636-OHFMN,Male,26,Yes,0,Orosi,93647,36.600185,-119.175655,Churned
2636-SJDOU,Male,34,No,0,Seal Beach,90740,33.75462,-118.071128,Stayed
2637-FKFSY,Female,61,Yes,0,Wasco,93280,35.652242,-119.4464,Joined
2639-UGMAZ,Male,73,No,0,Artesia,90701,33.867593,-118.080637,Stayed
2640-LYMOV,Male,59,No,0,Anaheim,92804,33.818,-117.974404,Joined
2640-PMGFL,Male,35,No,0,West Sacramento,95605,38.592745,-121.540036,Churned
2642-DTVCO,Male,68,No,0,Chualar,93925,36.596271,-121.442274,Churned
2642-MAWLJ,Female,26,Yes,2,Menlo Park,94025,37.449551,-122.183762,Stayed
2645-QTLMB,Male,22,No,0,Bloomington,92316,34.059722,-117.39104,Churned
2649-HWLYB,Male,45,Yes,0,Fresno,93727,36.751489,-119.68072,Stayed
2650-GYRYL,Male,25,Yes,1,Kerman,93630,36.727418,-120.123526,Stayed
2651-ZCBXV,Male,49,No,0,Burbank,91501,34.188339,-118.300942,Stayed
2654-VBVPB,Female,22,No,0,Newport Beach,92663,33.62251,-117.927024,Joined
2656-FMOKZ,Female,70,No,2,Pasadena,91106,34.139402,-118.128658,Churned
2656-TABEH,Male,57,Yes,0,Temecula,92591,33.540604,-117.10909,Churned
2657-ALMWY,Female,65,Yes,0,Simi Valley,93065,34.269449,-118.768471,Churned
2657-VPXTA,Female,45,Yes,3,Anza,92539,33.527605,-116.666551,Stayed
2659-VXMWZ,Male,58,Yes,0,Newport Coast,92657,33.603282,-117.821841,Churned
2660-EMUBI,Male,71,No,0,Escondido,92027,33.141265,-116.967221,Churned
2661-GKBTK,Male,39,Yes,3,Eureka,95503,40.737431,-124.108897,Stayed
2662-NNTDK,Male,50,No,0,Coleville,96107,38.42528,-119.475741,Stayed
2664-XJZNO,Male,43,Yes,3,Oroville,95965,39.624561,-121.552866,Stayed
2665-NPTGL,Female,79,Yes,0,Sheep Ranch,95250,38.244806,-120.417301,Stayed
2667-WYLWJ,Female,44,Yes,0,Dunnigan,95937,38.931425,-121.946081,Churned
2668-TZSPS,Male,32,No,0,Santa Rosa,95403,38.488431,-122.752839,Joined
2669-OIDSD,Female,58,Yes,0,Long Beach,90810,33.819814,-118.222416,Stayed
2669-QVCRG,Female,32,No,0,Forest Ranch,95942,40.077028,-121.494168,Stayed
2672-DZUOY,Male,46,No,0,Buttonwillow,93206,35.451402,-119.488413,Churned
2672-HUYVI,Female,53,No,0,Newman,95360,37.343846,-121.039391,Churned
2672-OJQZP,Female,35,No,0,Stockton,95203,37.954089,-121.329761,Joined
2672-TGEFF,Female,33,Yes,2,Traver,93673,36.456091,-119.486225,Stayed
2673-CXQEU,Female,73,No,0,Gardena,90247,33.890853,-118.297967,Stayed
2673-ZALNP,Female,29,No,0,Mcarthur,96056,41.10831,-121.360362,Stayed
2674-MIAHT,Female,26,No,0,Blocksburg,95514,40.309088,-123.668201,Stayed
2674-MLXMN,Female,73,No,0,Richmond,94801,37.945288,-122.383941,Stayed
2675-DHUTR,Male,80,Yes,0,Big Pine,93513,37.245505,-118.062943,Stayed
2675-IJRGJ,Male,62,No,0,Oakland,94621,37.750553,-122.197175,Stayed
2675-OTVVJ,Male,76,Yes,0,Novato,94945,38.135897,-122.563683,Stayed
2676-ISHSF,Male,22,No,0,Anderson,96007,40.448632,-122.306657,Joined
2676-OXPPQ,Male,22,No,0,Irvine,92612,33.643095,-117.810896,Stayed
2676-SSLTO,Male,49,No,0,Hawaiian Gardens,90716,33.830431,-118.074071,Stayed
2680-XKKNJ,Female,60,No,0,Weimar,95736,39.00978,-120.978273,Stayed
2682-KEVRP,Female,65,No,0,Woodlake,93286,36.464635,-119.094348,Stayed
2683-BPJSO,Male,37,Yes,0,Byron,94514,37.83323,-121.601461,Churned
2683-JXWQQ,Male,24,Yes,1,Visalia,93291,36.391777,-119.372842,Stayed
2684-EIWEO,Female,69,No,0,San Diego,92129,32.961064,-117.134917,Churned
2685-SREOM,Female,36,Yes,0,Rancho Cucamonga,91730,34.10097,-117.57882,Churned
2688-BHGOG,Male,73,No,0,Olancha,93549,36.296851,-117.865469,Stayed
2690-DVRVK,Male,27,Yes,2,San Diego,92120,32.807867,-117.060993,Stayed
2691-NZETQ,Male,28,No,0,San Jose,95130,37.277592,-121.986477,Churned
2692-AQCPF,Female,32,Yes,0,San Mateo,94403,37.538309,-122.305109,Stayed
2692-BUCFV,Male,79,No,0,Shingle Springs,95682,38.598936,-120.963092,Stayed
2692-PFYTJ,Female,23,No,0,Hercules,94547,37.991259,-122.214945,Joined
2694-CIUMO,Female,47,No,0,Los Angeles,90033,34.050198,-118.210946,Stayed
2696-ECXKC,Female,34,Yes,1,Ione,95640,38.33788,-120.954202,Stayed
2696-NARTR,Male,40,No,0,Corona Del Mar,92625,33.600987,-117.862734,Churned
2696-RZVZW,Male,19,Yes,0,Downey,90242,33.921793,-118.140588,Stayed
2697-NQBPF,Male,51,No,0,Fulton,95439,38.493888,-122.777141,Stayed
2700-LUEVA,Male,49,No,0,Oakland,94618,37.84551,-122.235181,Joined
2703-AMTUL,Male,40,Yes,1,Lookout,96054,41.280478,-121.160249,Stayed
2706-QZIHY,Female,35,Yes,0,Los Angeles,90005,34.059281,-118.30742,Stayed
2709-UQGNP,Male,38,No,0,San Mateo,94401,37.590421,-122.306467,Stayed
2710-WYVXG,Female,36,No,0,Sun Valley,91352,34.231053,-118.338307,Joined
2712-SYWAY,Female,30,No,0,Creston,93432,35.480896,-120.469476,Joined
2716-GFZOR,Male,48,Yes,0,Raymond,93653,37.252057,-119.95783,Stayed
2717-HVIZY,Female,24,No,2,Orleans,95556,41.269521,-123.546958,Stayed
2718-GAXQD,Female,68,Yes,3,Fallbrook,92028,33.362575,-117.299644,Churned
2718-YSKCS,Male,64,Yes,3,Tomales,94971,38.240769,-122.901041,Stayed
2719-BDAQO,Male,36,No,0,Sunnyvale,94086,37.378541,-122.020456,Churned
2720-FVBQP,Female,28,Yes,1,Mccloud,96057,41.251322,-122.105209,Stayed
2720-WGKHP,Male,65,No,0,Sloughhouse,95683,38.470423,-121.114897,Churned
2722-JMONI,Female,73,Yes,0,Escondido,92029,33.079834,-117.134275,Churned
2722-VOJQL,Male,30,No,0,San Diego,92126,32.886925,-117.152162,Churned
2724-FJDYW,Male,31,No,3,Inverness,94937,38.099323,-122.945723,Stayed
2725-IWWBA,Male,52,Yes,2,El Cajon,92020,32.79697,-116.969082,Stayed
2725-KXXWT,Male,26,Yes,0,Vallejo,94589,38.161321,-122.271588,Churned
2725-TTRIQ,Female,45,Yes,3,Menifee,92584,33.653338,-117.178271,Stayed
2729-VNVAP,Female,35,Yes,1,Vallejo,94590,38.104705,-122.247387,Stayed
2731-GJRDG,Female,55,No,0,Corona,92880,33.918043,-117.617809,Stayed
2732-ISEZX,Female,44,No,0,Pacific Grove,93950,36.618337,-121.926417,Stayed
2737-WFVYW,Female,28,No,0,Marina Del Rey,90292,33.977468,-118.445475,Churned
2737-YNGYW,Female,29,No,0,Hemet,92543,33.739415,-116.968339,Churned
2739-CACDQ,Female,79,No,0,La Jolla,92037,32.853743,-117.25034,Stayed
2739-CCZMB,Male,39,No,1,Alleghany,95910,39.467828,-120.841386,Stayed
2740-JFBOK,Male,35,No,0,Lakewood,90713,33.847755,-118.112532,Stayed
2740-TVLFN,Male,42,No,0,Manteca,95337,37.750822,-121.238423,Joined
2746-DIJLO,Female,40,No,0,Harbor City,90710,33.798266,-118.300237,Stayed
2748-MYRVK,Female,22,No,0,Fresno,93702,36.739385,-119.753649,Churned
2749-CTKAJ,Male,37,Yes,0,Long Beach,90813,33.781086,-118.199049,Stayed
2750-BJLSB,Female,32,No,0,Rancho Santa Fe,92067,33.012751,-117.200617,Stayed
2753-JMMCV,Male,41,No,0,Paso Robles,93446,35.634222,-120.728341,Stayed
2754-SDJRD,Female,74,No,0,Somis,93066,34.297628,-119.014627,Stayed
2754-VDLTR,Male,54,No,0,Greenview,96037,41.528541,-122.955018,Churned
2754-XBHTB,Female,40,No,0,Amador City,95601,38.431407,-120.8421,Churned
2758-RNWXS,Male,60,No,0,Oceanside,92054,33.351059,-117.420557,Stayed
2761-OCIAX,Male,74,No,0,Palo Cedro,96073,40.582399,-122.195512,Churned
2761-XECQW,Male,67,Yes,0,Glenhaven,95443,39.045246,-122.743181,Stayed
2770-NSVDG,Male,25,Yes,0,San Jose,95124,37.257063,-121.923037,Stayed
2773-MADBQ,Female,46,No,0,Long Beach,90804,33.783047,-118.1486,Stayed
2773-OVBPK,Male,60,Yes,0,Orange,92865,33.828779,-117.848299,Stayed
2774-LVQUS,Female,65,Yes,0,Temecula,92592,33.507255,-117.029473,Churned
2775-SEFEE,Male,56,No,1,Wilmington,90744,33.782068,-118.262263,Stayed
2777-PHDEI,Female,20,No,0,Ahwahnee,93601,37.375816,-119.739935,Churned
2778-OCLGR,Male,75,Yes,0,Soda Springs,95728,39.279068,-120.414275,Churned
2782-JEEBU,Male,39,No,0,Los Molinos,96055,40.059385,-122.091481,Stayed
2782-LFZVW,Female,52,No,0,Costa Mesa,92627,33.645672,-117.922613,Stayed
2786-GCDPI,Female,75,No,0,Pioneertown,92268,34.201108,-116.593456,Stayed
2788-CJQAQ,Male,39,No,0,Winton,95388,37.421299,-120.599587,Stayed
2789-CZANW,Female,49,Yes,1,Dublin,94568,37.713926,-121.928425,Stayed
2789-HQBOU,Male,60,No,0,Bakersfield,93306,35.449881,-118.841442,Joined
2790-XUYMV,Male,19,No,1,Mount Hamilton,95140,37.382909,-121.634151,Stayed
2791-SFVEW,Female,63,No,0,Los Angeles,90013,34.044639,-118.240413,Stayed
2792-LSHWX,Female,49,No,0,Fremont,94555,37.555473,-122.080312,Joined
2792-VPPET,Male,28,No,0,San Gabriel,91776,34.089927,-118.095645,Joined
2794-XIMMO,Male,61,Yes,0,Rancho Cucamonga,91737,34.245289,-117.642503,Churned
2796-NNUFI,Female,56,Yes,0,Palos Verdes Peninsula,90274,33.788208,-118.404955,Stayed
2796-UUZZO,Male,30,Yes,2,Redding,96002,40.527834,-122.318749,Stayed
2798-NYLMZ,Male,29,Yes,0,Los Banos,93635,36.995162,-120.955099,Stayed
2799-ARNLO,Female,67,Yes,0,Bonsall,92003,33.290907,-117.202895,Stayed
2799-TSLAG,Female,25,Yes,3,Irvine,92618,33.667145,-117.732135,Stayed
2800-QQUSO,Male,48,No,0,Riverside,92505,33.920907,-117.489426,Stayed
2800-VEQXM,Female,48,No,0,Lebec,93243,34.845861,-118.885163,Joined
2801-NISEI,Male,28,No,0,Mt Baldy,91759,34.231318,-117.662032,Stayed
2804-ETQDK,Male,57,No,2,Ventura,93004,34.278697,-119.167798,Stayed
2805-AUFQN,Female,42,No,0,Traver,93673,36.456091,-119.486225,Stayed
2805-EDJPQ,Female,45,Yes,0,San Diego,92124,32.827238,-117.089287,Stayed
2806-MLNTI,Male,79,Yes,0,White Water,92282,33.972293,-116.654195,Stayed
2808-CHTDM,Female,47,Yes,2,Los Angeles,90024,34.066303,-118.435479,Stayed
2809-ILCYT,Female,56,Yes,0,Sequoia National Park,93262,36.527243,-118.594938,Stayed
2809-ZMYOQ,Female,33,No,0,Camptonville,95922,39.432127,-121.099287,Stayed
2810-FTLEM,Female,21,No,0,Los Angeles,90036,34.070291,-118.349191,Churned
2811-POVEX,Female,74,Yes,3,Live Oak,95953,39.258746,-121.77697,Stayed
2812-ENYMO,Male,22,No,0,Orick,95555,41.336354,-124.044354,Stayed
2812-REYAT,Female,56,Yes,0,Chilcoot,96105,39.872961,-120.198876,Stayed
2812-SFXMJ,Male,46,No,3,Hat Creek,96040,40.789799,-121.474529,Joined
2815-CPTUL,Male,68,No,0,Gasquet,95543,41.867908,-123.794144,Churned
2817-LVCPP,Female,36,No,0,Sacramento,95822,38.512569,-121.495184,Stayed
2817-NTQDO,Male,52,No,0,Huntington Beach,92646,33.666301,-117.969501,Churned
2819-GWENI,Female,64,Yes,1,Hayward,94542,37.656695,-122.048361,Stayed
2821-WARNZ,Female,25,No,1,Buena Park,90620,33.845706,-118.012204,Stayed
2823-LKABH,Female,51,No,0,Rancho Mirage,92270,33.763678,-116.429928,Stayed
2824-DXNKN,Female,26,Yes,1,Santa Cruz,95065,37.031404,-121.981865,Stayed
2824-MYYBN,Female,43,Yes,2,Bakersfield,93313,35.140938,-119.051348,Stayed
2826-DXLQO,Male,80,Yes,0,El Cerrito,94530,37.924838,-122.289145,Stayed
2826-UWHIS,Male,64,Yes,0,Sequoia National Park,93262,36.527243,-118.594938,Stayed
2828-SLQPF,Male,53,No,0,San Marino,91108,34.122671,-118.112911,Stayed
2829-HYVZP,Male,42,No,0,Fairfax,94930,37.971751,-122.611873,Stayed
2830-LEWOA,Male,37,Yes,1,Jamestown,95327,37.84771,-120.486589,Stayed
2831-EBWRN,Male,46,No,0,Altadena,91001,34.196837,-118.142236,Stayed
2832-KJCRD,Female,22,No,0,Los Angeles,90071,34.052917,-118.255178,Stayed
2832-SCUCO,Female,52,No,0,Kirkwood,95646,38.631489,-120.015167,Joined
2833-SLKDQ,Male,23,No,0,Caspar,95420,39.361283,-123.784599,Churned
2834-JKOOW,Female,60,No,0,Gerber,96035,40.03194,-122.176023,Stayed
2834-JRTUA,Male,30,No,0,Martinez,94553,38.014457,-122.115432,Churned
2834-SPCJV,Male,40,Yes,0,Rough And Ready,95975,39.225634,-121.156163,Churned
2839-RFSQE,Female,60,No,0,Rancho Mirage,92270,33.763678,-116.429928,Churned
2840-XANRC,Male,77,Yes,0,San Diego,92122,32.85723,-117.209774,Churned
2842-BCQGE,Male,39,No,0,San Diego,92139,32.677716,-117.047666,Stayed
2842-JTCCU,Male,27,No,0,Hopland,95449,38.93706,-123.118111,Churned
2843-CQMEG,Male,21,No,0,San Diego,92120,32.807867,-117.060993,Stayed
2845-AFFTX,Male,78,Yes,0,Westport,95488,39.724433,-123.767578,Churned
2845-HSJCY,Female,49,Yes,0,Fallbrook,92028,33.362575,-117.299644,Churned
2845-KDHVX,Female,57,Yes,0,Sheridan,95681,38.984756,-121.345074,Stayed
2848-YXSMW,Male,38,Yes,0,Torrance,90503,33.840399,-118.353714,Stayed
2851-MMUTZ,Female,29,No,0,Tahoe Vista,96148,39.24124,-120.054765,Stayed
2851-STERV,Male,79,No,0,Descanso,91916,32.912664,-116.635387,Stayed
2853-CWQFQ,Male,20,No,1,Eureka,95503,40.737431,-124.108897,Joined
2856-HYAPG,Female,62,No,0,Platina,96076,40.367964,-122.937379,Churned
2856-NNASM,Male,74,No,0,Santa Rosa,95407,38.394091,-122.739814,Churned
2858-EIMXH,Female,69,Yes,0,Vallejo,94592,38.093701,-122.276589,Stayed
2858-MOFSQ,Female,50,No,0,Rio Oso,95674,38.954144,-121.482536,Churned
2860-RANUS,Female,67,No,0,Mc Kittrick,93251,35.38381,-119.730885,Churned
2862-JVEOY,Male,33,No,0,Loma Mar,94021,37.266388,-122.26308,Stayed
2862-PFNIK,Male,47,No,3,San Leandro,94578,37.704384,-122.126703,Joined
2863-IMQDR,Female,52,No,0,San Diego,92130,32.957195,-117.202542,Stayed
2865-TCHJW,Female,74,No,0,Anaheim,92807,33.848733,-117.788357,Churned
2866-IKBTM,Female,57,No,0,Dana Point,92629,33.477923,-117.705314,Joined
2867-UIMSS,Male,24,No,0,Vernalis,95385,37.609095,-121.263381,Churned
2868-LLSKM,Female,50,Yes,2,Escondido,92027,33.141265,-116.967221,Stayed
2868-MZAGQ,Male,49,No,0,Modesto,95354,37.639029,-120.964772,Churned
2868-SNELZ,Female,54,No,0,San Diego,92122,32.85723,-117.209774,Churned
2869-ADAWR,Female,41,No,0,Sutter Creek,95685,38.432145,-120.77069,Churned
2873-ZLIWT,Female,64,Yes,0,Temecula,92592,33.507255,-117.029473,Churned
2874-YXVVA,Female,38,No,0,Herlong,96113,40.198234,-120.18089,Stayed
2876-GZYZC,Female,49,No,0,Cerritos,90703,33.8681,-118.067402,Stayed
2876-VBBBL,Female,64,No,0,Shaver Lake,93664,37.223,-119.001021,Churned
2877-VDUER,Female,36,Yes,1,Camp Nelson,93208,36.057458,-118.591951,Stayed
2878-DHMIN,Male,63,Yes,2,Sacramento,95833,38.619049,-121.517552,Stayed
2878-RMWXY,Male,75,Yes,0,Temecula,92590,33.475493,-117.219551,Stayed
2880-FPNAE,Male,69,Yes,0,Van Nuys,91405,34.202494,-118.448048,Joined
2882-DDZPG,Female,27,No,0,San Carlos,94070,37.497915,-122.267361,Stayed
2882-WDTBA,Male,64,Yes,0,Willows,95988,39.493991,-122.286363,Stayed
