Customer ID,Churn Category,Churn Reason
1442-OKRJE,,
1444-VVSGW,Dissatisfaction,Product dissatisfaction
1447-GIQMR,Competitor,Competitor offered more data
1447-PJGGA,Competitor,Competitor made better offer
1448-CYWKC,,
1448-PWKYE,Competitor,Competitor had better devices
1449-XQEMT,Price,Long distance charges
1450-GALXR,Competitor,Competitor had better devices
1450-SKCVI,Attitude,Attitude of support person
1452-KIOVK,,
1452-UZOSF,,
1452-VOQCH,,
1452-XRSJV,,
1453-RZFON,,
1455-ESIQH,Other,Moved
1455-HFBXA,,
1455-UGQVH,Dissatisfaction,Lack of self-service on Website
1456-TWCGB,,
1459-QNFQT,,
1460-UZPRJ,,
1465-LNTLJ,,
1465-VINDH,Competitor,Competitor offered higher download speeds
1465-WCZVT,,
1468-DEFNC,,
1469-LBJQJ,,
1470-PSXNM,,
1471-GIQKQ,,
1472-TNCWL,,
1474-JUWSM,,
1475-VWVDO,,
1478-VPOAD,,
1480-BKXGA,,
1480-IVEVR,,
1481-ZUWZA,Dissatisfaction,Service dissatisfaction
1482-OXZSY,,
1485-YDHMM,,
1488-PBLJN,,
1488-SYSFC,,
1492-KGETH,,
1492-QGCLU,,
1493-AMTIE,Price,Long distance charges
1494-EJZDW,,
1496-GGSUK,Attitude,Attitude of service provider
1498-DQNRX,,
1498-NHTLT,,
1501-SGHBW,Competitor,Competitor made better offer
1502-XFCVR,Competitor,Competitor offered higher download speeds
1506-YJTYT,,
1508-DFXCU,,
1513-XNPPH,Dissatisfaction,Product dissatisfaction
1518-OMDIK,,
1518-VOWAV,Competitor,Competitor made better offer
1522-VVDMG,Dissatisfaction,Poor expertise of online support
1525-LNLOJ,,
1527-SXDPN,Competitor,Competitor made better offer
1530-ZTDOZ,,
1534-OULXE,,
1535-VTJOQ,,
1536-HBSWP,,
1536-YHDOE,,
1539-LNKHM,,
1541-ETJZO,Other,Moved
1543-LLLFT,,
1544-JJMYL,,
1545-ACTAS,,
1545-JFUML,,
1548-ARAGG,,
1548-FEHVL,,
1550-EENBN,,
1550-LOAHA,Dissatisfaction,Limited range of services
1552-AAGRX,,
1552-CZCLL,,
1552-TKMXS,,
1555-DJEQW,Price,Price too high
1555-HAPSU,,
1557-EMYVT,,
1559-DTODC,,
1561-BWHIN,,
1563-IWQEX,,
1564-HJUVY,,
1564-NTYXF,Attitude,Attitude of support person
1565-RHDJD,Competitor,Competitor offered higher download speeds
1567-DSCIC,Dissatisfaction,Product dissatisfaction
1568-BEKZM,,
1568-LJSZU,,
1569-TTNYJ,Other,Don't know
1571-SAVHK,Competitor,Competitor had better devices
1573-LGXBA,,
1574-DYCWE,,
1575-KRZZE,,
1576-PFZIW,,
1577-HKTFG,Attitude,Attitude of support person
1579-KLYDT,Competitor,Competitor made better offer
1580-BMCMR,,
1582-RAFML,Competitor,Competitor had better devices
1583-IHQZE,Attitude,Attitude of support person
1585-MQSSU,Dissatisfaction,Lack of self-service on Website
1587-FKLZB,Competitor,Competitor had better devices
1589-AGTLK,Other,Don't know
1591-MQJTP,,
1591-NFNLQ,Dissatisfaction,Poor expertise of online support
1591-XWLGB,,
1596-BBVTG,Dissatisfaction,Poor expertise of online support
1596-OQSPS,,
1597-FZREH,Price,Lack of affordable download/upload speed
1597-LHYNC,Price,Price too high
1599-EAHXY,,
1599-MMYRQ,,
1600-DILPE,,
1602-IJQQE,Competitor,Competitor had better devices
1608-GMEWB,,
1612-EOHDH,Attitude,Attitude of support person
1614-JBEBI,,
1618-CFHME,Other,Don't know
1619-YWUBB,,
1621-YNCJH,,
1622-HSHSF,,
1623-NLDOT,Competitor,Competitor had better devices
1624-NALOJ,Other,Moved
1624-WOIWJ,Competitor,Competitor had better devices
1625-JAIIY,Dissatisfaction,Product dissatisfaction
1626-ERCMM,Competitor,Competitor had better devices
1627-AFWVJ,,
1628-BIZYP,,
1629-DQQVB,,
1635-FJFCC,,
1635-HDGFT,,
1635-NZATJ,,
1636-NTNCO,,
1640-PLFMP,,
1641-BYBTK,,
1641-RQDAY,,
1642-HMARX,,
1644-IRKSF,Attitude,Attitude of support person
1656-DRSMG,,
1657-DYMBM,,
1658-BYGOY,Competitor,Competitor made better offer
1658-TJVOA,,
1658-XUHBX,,
1660-HSOOQ,Dissatisfaction,Lack of self-service on Website
1661-CZBAU,,
1663-MHLHE,,
1666-JXLKU,,
1666-JZPZT,,
1670-SVOWZ,Competitor,Competitor had better devices
1676-MQAOA,,
1678-FYZOW,Competitor,Competitor offered higher download speeds
1679-JRFBR,,
1680-VDCWW,,
1682-VCOIO,,
1684-FLBGS,,
1685-BQULA,,
1685-VAYJF,,
1686-STUHN,,
1689-MRZQR,Other,Don't know
1689-YQBYY,,
1696-HXOWK,,
1696-MZVAU,,
1697-BCSHV,,
1697-LYYYX,,
1697-NVVGY,,
1698-XFZCI,,
1699-HPSBG,Competitor,Competitor offered higher download speeds
1699-TLDLZ,,
1699-UOTXU,,
1702-CCFNJ,,
1703-MGIAB,,
1704-NRWYE,Attitude,Attitude of support person
1705-GUHPV,,
1707-HABPF,,
1708-PBBOA,,
1709-EJDOX,,
1710-RCXUS,,
1716-LSAMB,,
1722-LDZJS,,
1723-HKXJQ,Other,Don't know
1724-BQUHA,Attitude,Attitude of support person
1724-IQWNM,,
1725-IQNIY,Competitor,Competitor had better devices
1725-MIMXW,Dissatisfaction,Poor expertise of phone support
1728-BQDMA,,
1728-CXQBE,,
1729-VLAZJ,,
1730-VFMWO,,
1730-ZMAME,,
1731-TVIUK,Competitor,Competitor made better offer
1732-FEKLD,,
1732-VHUBQ,Competitor,Competitor made better offer
1734-ZMNTZ,,
1735-XMJVH,,
1740-CSDJP,Price,Lack of affordable download/upload speed
1741-WTPON,,
1744-JHKYS,,
1746-TGTWV,,
1750-CSKKM,Competitor,Competitor had better devices
1751-NCDLI,,
1752-OZXFY,,
1754-GKYPY,,
1755-FZQEC,,
1755-RMCXH,,
1757-TCATG,,
1760-CAZHT,,
1761-AEZZR,Other,Don't know
1763-KUAAW,,
1763-WQFUK,,
1764-VUUMT,,
1766-GKNMI,,
1767-CJKBA,,
1767-TGTKO,,
1768-HNVGJ,,
1768-ZAIFU,Competitor,Competitor made better offer
1769-GRUIK,,
1771-OADNZ,Price,Extra data charges
1775-KWJKQ,,
1776-SPBWV,,
1777-JYQPJ,,
1779-PWPMG,,
1784-BXEFA,,
1784-EZDKJ,,
1785-BPHTP,,
1790-NESIO,,
1791-PQHBB,,
1792-UXAFY,Dissatisfaction,Service dissatisfaction
1794-HBQTJ,Dissatisfaction,Poor expertise of phone support
1794-SWWKL,,
1796-JANOW,,
1803-BGNBD,,
1809-DMJHQ,Competitor,Competitor had better devices
1810-BOHSY,,
1810-MVMAI,,
1813-JLKWR,,
1813-JYWTO,,
1814-DKOLC,,
1814-WFGVS,,
1816-FLZDK,,
1818-ESQMW,,
1820-DJFPH,,
1820-TQVEV,Attitude,Attitude of support person
1821-BUCWY,,
1830-GGFNM,,
1830-IPXVJ,,
1832-PEUTS,,
1833-TCXKK,,
1833-VGRUM,Price,Price too high
1834-ABKHQ,,
1834-WULEG,,
1837-YQUCE,,
1839-FBNFR,,
1839-UMACK,,
1840-BIUOG,,
1841-YSJGV,,
1842-EZJMK,Competitor,Competitor had better devices
1843-TLSGD,,
1845-CSBRZ,,
1845-ZLLIG,,
1846-XWOQN,Competitor,Competitor made better offer
1848-LBZHY,,
1849-RJYIG,,
1850-AKQEP,,
1852-QSWCD,,
1852-XEMDW,,
1853-ARAAQ,,
1853-UDXBW,Price,Price too high
1855-AGAWH,,
1855-CFULU,,
1862-QRWPE,,
1862-SKORY,Competitor,Competitor offered higher download speeds
1866-DIOQZ,,
1866-NXPSP,,
1866-OBPNR,,
1866-RZZQS,Competitor,Competitor had better devices
1866-ZSLJM,,
1867-BDVFH,Competitor,Competitor made better offer
1867-TJHTS,,
1871-MOWRM,Competitor,Competitor offered more data
1872-EBWSC,,
1875-QIVME,Attitude,Attitude of support person
1877-HKBQX,,
1891-FZYSA,Competitor,Competitor had better devices
1891-QRQSA,,
1891-UAWWU,Competitor,Competitor had better devices
1894-IGFSG,Competitor,Competitor had better devices
1895-QTKDO,,
1897-OKVMW,,
1897-RCFUM,,
1898-JSNDC,,
1899-VXWXM,Other,Don't know
1902-XBTFB,Dissatisfaction,Lack of self-service on Website
1904-WAJAA,,
1905-OEILC,,
1907-UBQFC,Competitor,Competitor had better devices
1907-YLNYW,,
1910-FMXJM,,
1915-IOFGU,Competitor,Competitor offered higher download speeds
1915-OAKWD,,
1918-ZBFQJ,Competitor,Competitor had better devices
1919-RTPQD,,
1921-KYSAY,,
1925-GMVBW,,
1925-LFCZZ,,
1925-TIBLE,Competitor,Competitor offered higher download speeds
1926-QUZNN,,
1927-QEWMY,,
1928-BXYIV,,
1929-ZCBHE,,
1930-BZLHI,,
1930-QPBVZ,,
1930-WNXSB,,
1932-UEDCX,,
1934-MKPXS,,
1934-SJVJK,Price,Long distance charges
1935-IMVBB,,
1936-CZAKF,,
1936-UAFEH,,
1937-OTUKY,,
1941-HOSAM,,
1942-OQFRW,,
1945-XISKS,,
1950-KSVVJ,,
1951-IEYXM,,
1952-DVVSW,,
1955-IBMMB,,
1956-YIFGE,,
1958-RNRKS,,
1960-UOTYM,,
1960-UYCNN,,
1963-SVUCV,Competitor,Competitor offered higher download speeds
1963-VAUKV,Price,Long distance charges
1964-SVLEA,,
1965-AKTSX,Competitor,Competitor made better offer
1965-DDBWU,Competitor,Competitor made better offer
1970-KKFWL,,
1971-DTCZB,,
1972-XMUWV,,
1976-AZZPJ,,
1976-CFOCS,Competitor,Competitor had better devices
1977-STDKI,Competitor,Competitor offered more data
1980-KXVPM,Competitor,Competitor had better devices
1981-INRFU,Competitor,Competitor made better offer
1982-FEBTD,,
1984-FCOWB,Attitude,Attitude of service provider
1984-GPTEH,,
1985-MBRYP,,
1986-PHGZF,,
1987-AUELQ,,
1989-PRJHP,Competitor,Competitor had better devices
1991-VOPLL,,
1996-DBMUS,,
1998-VHJHK,,
2000-DHJUY,,
2000-MPKCA,,
2001-EWBQU,,
2001-MCUUW,,
2002-MZHWP,Price,Long distance charges
2003-CKLOR,Other,Moved
2004-OCQXK,Competitor,Competitor had better devices
2005-DWQZJ,,
2007-QVGAW,,
2011-TRQYE,Dissatisfaction,Product dissatisfaction
2012-NWRPA,Competitor,Competitor made better offer
2013-SGDXK,Competitor,Competitor offered more data
2014-MKGMH,,
2017-CCBLH,,
2018-PZKMU,,
2018-QKYGT,,
2019-HDCZY,,
2023-VQFDL,,
2024-BASKD,Competitor,Competitor offered more data
2025-JKFWI,Price,Lack of affordable download/upload speed
2026-TGDHM,Competitor,Competitor had better devices
2027-CWDNU,,
2027-DNKIV,,
2027-FECZV,Attitude,Attitude of support person
2027-OAQQC,Competitor,Competitor offered more data
2027-WKXMW,,
2030-BTZRO,,
2034-CGRHZ,Attitude,Attitude of support person
2034-GDRCN,Other,Don't know
2037-SGXHH,Other,Don't know
2037-XJFUP,Competitor,Competitor made better offer
2038-LLMLM,,
2038-OEQZH,,
2038-YSEZE,,
2039-JONDJ,,
2040-LDIWQ,,
2040-OBMLJ,,
2040-VZIKE,,
2040-XBAVJ,,
2041-JIJCI,,
2043-WVTQJ,,
2045-BMBTJ,,
2049-BAFNW,,
2050-ONYDQ,,
2054-PJOCK,,
2055-BFOCC,,
2055-PDADH,Other,Don't know
2055-SIFSS,,
2056-EVGZL,,
2057-BOYKM,,
2057-ZBLPD,Competitor,Competitor offered more data
2058-DCJBE,Competitor,Competitor had better devices
2061-VVFST,,
2065-MMKGR,,
2067-QYTCF,,
2068-WWXQZ,,
2070-FNEXE,Price,Lack of affordable download/upload speed
2070-XYMFH,,
2072-ZVJJX,,
2073-QBVBI,,
2074-GKOWZ,Competitor,Competitor had better devices
2074-GUHPQ,,
2075-PUEPR,,
2075-RMJIK,,
2077-DDHJK,,
2077-MPJQO,,
2079-FBMZK,Competitor,Competitor made better offer
2080-CAZNM,,
2080-GKCWQ,,
2080-SRCDE,,
2081-KJSQF,,
2081-VEYEH,,
2082-CEFLT,Competitor,Competitor made better offer
2082-OJVTK,Competitor,Competitor made better offer
2085-BOJKI,,
2085-JVGAD,,
2087-QAREY,,
2088-IEBAU,,
2091-GPPIQ,,
2091-MJTFX,Dissatisfaction,Network reliability
2091-RFFBA,Attitude,Attitude of support person
2096-XOTMO,,
2097-YVPKN,,
2100-BDNSN,Price,Price too high
2101-RANCD,,
2103-ZRXFN,,
2105-PHWON,,
2107-FBPTK,,
2108-GLPQB,,
2108-XWMPY,Other,Moved
2108-YKQTY,Other,Don't know
2111-DWYHN,,
2114-MGINA,Attitude,Attitude of support person
2115-BFTIW,Dissatisfaction,Product dissatisfaction
2120-SMPEX,,
2121-JAFOM,,
2122-SZZZD,,
2122-YWVYA,,
2123-AGEEN,,
2123-VSCOT,,
2126-GSEGL,,
2129-ALKBS,,
2133-TSRRM,,
2135-DQWAQ,,
2135-RXIHG,Competitor,Competitor had better devices
2137-DQMEV,,
2138-VFAPZ,,
2139-FQHLM,,
2141-RRYGO,Dissatisfaction,Poor expertise of online support
2143-LJULT,,
2144-BFDSO,,
2144-ESWKO,,
2146-EGVDT,,
2150-OEGBV,,
2150-UWTFY,Dissatisfaction,Service dissatisfaction
2150-WLKUW,,
2153-MREFK,Attitude,Attitude of support person
2154-KVJFF,Dissatisfaction,Limited range of services
2155-AMQRX,,
2157-MXBJS,Dissatisfaction,Network reliability
2159-TURXX,,
2160-GPFXD,,
2162-FRZAA,,
2164-SOQXL,,
2165-VOEGB,Other,Don't know
2167-FQSTQ,,
2169-RRLFW,,
2171-UDMFD,,
2172-EJXVF,,
2176-LVPNX,,
2176-OSJUV,,
2178-PMGCJ,,
2180-DXNEG,Dissatisfaction,Product dissatisfaction
2181-TIDSV,,
2181-UAESM,,
2186-QZEYA,,
2187-LZGPL,Attitude,Attitude of service provider
2187-PKZAY,,
2188-SXWVT,,
2189-UXTKY,Dissatisfaction,Product dissatisfaction
2189-WWOEW,Other,Don't know
2190-BCXEC,,
2190-PHBHR,,
2192-CKRLV,,
2192-OZITF,,
2193-SFWQW,,
2194-IIQOF,,
2195-VVRJF,,
2195-ZRVAX,Other,Don't know
2197-OMWGI,,
2200-DSAAL,,
2202-CUYXZ,Competitor,Competitor had better devices
2202-OUTMO,,
2203-GHNWN,,
2205-LPVGL,,
2205-YMZZJ,Competitor,Competitor made better offer
2207-NHRJK,Competitor,Competitor had better devices
2207-OBZNX,Attitude,Attitude of service provider
2207-QPJED,,
2207-RYYRL,,
2208-MPXIO,,
2208-NKVVH,,
2208-NQBCT,,
2208-UGTGR,,
2209-XADXF,,
2211-RMNHO,,
2212-LYASK,,
2215-ZAFGX,,
2219-MVUSO,Other,Don't know
2220-IAHLS,,
2223-GDSHL,,
2223-KAGMX,Price,Long distance charges
2225-ZRGSG,Price,Long distance charges
2226-ICFDO,,
2227-JRSJX,,
2228-BZDEE,,
2229-DPMBI,,
2229-VWQJH,,
2230-XTUWL,,
2232-DMLXU,Dissatisfaction,Poor expertise of online support
2233-FAGXV,,
2233-TXSIU,,
2234-EOFPT,,
2234-XADUH,,
2235-DWLJU,,
2235-EZAIK,,
2235-ZGKPT,Dissatisfaction,Product dissatisfaction
2236-HILPA,,
2237-ZFSMY,Attitude,Attitude of service provider
2239-CFOUJ,,
2239-CGBUZ,,
2239-JALAW,Competitor,Competitor made better offer
2240-HSJQD,,
2242-MFOTG,,
2243-FNMMI,,
2245-ADZFJ,,
2249-YPRNG,Dissatisfaction,Service dissatisfaction
2250-IVBWA,,
2251-PYLPB,,
2252-ISRNH,,
2252-JHJGE,,
2252-NKNSI,,
2253-KPMNB,,
2254-DLXRI,,
2256-YLYLP,,
2257-BOVXD,,
2259-OUUSZ,,
2260-USTRB,Competitor,Competitor offered more data
2262-SLNVK,,
2263-SFSQZ,,
2265-CYWIV,Dissatisfaction,Network reliability
2266-FUBDZ,,
2266-SJNAT,,
2267-FPIMA,,
2267-WTPYD,,
2270-CHBFN,,
2272-JKMSI,,
2272-QAGFO,Dissatisfaction,Service dissatisfaction
2272-UOINI,,
2272-WUSPA,,
2273-QCKXA,,
2274-XUATA,,
2275-RBYQS,,
2276-YDAVZ,Competitor,Competitor made better offer
2277-AXSDC,,
2277-BKJKN,,
2277-DJJDL,,
2277-VWCNI,,
2279-AXJJK,,
2282-YGNOR,,
2284-VFLKH,,
2292-XQWSV,,
2293-IJWPS,,
2294-DMMUS,,
2294-SALNE,,
2296-DKZFP,,
2300-RQGOI,,
2302-ANTDP,Competitor,Competitor offered more data
2302-OUZXB,,
2303-PJYHN,,
2305-MRGLV,,
2307-FYNNL,,
2308-STERM,,
2309-OSFEU,Attitude,Attitude of support person
2311-QYMUQ,Attitude,Attitude of support person
2314-TNDJQ,,
2316-ESMLS,,
2320-JRSDE,Attitude,Attitude of service provider
2320-SLKMB,,
2320-TZRRH,,
2320-YKQBO,,
2321-OMBXY,Other,Don't know
2322-VCZHZ,,
2323-ARSVR,,
2324-AALNO,,
2324-EFHVG,,
2325-NBPZG,,
2325-WINES,,
2325-ZUSFD,Dissatisfaction,Network reliability
2330-PQGDQ,,
2332-EFBJY,Price,Long distance charges
2332-TODQS,,
2333-KWEWW,,
2335-GSODA,,
2338-BQEZT,,
2342-CKIAO,,
2344-JMOGN,Other,Don't know
2346-CZYIL,,
2346-DJQTB,,
2346-LOCWC,,
2347-WKKAE,,
2348-KCJLT,,
2351-BKRZW,,
2351-RRBUE,,
2357-COQEK,Competitor,Competitor made better offer
2359-KLTEK,,
2359-KMGLI,Competitor,Competitor had better devices
2359-QWQUL,Competitor,Competitor made better offer
2360-RDGRO,,
2361-FJWNO,,
2361-UPSND,,
2362-IBOOY,Competitor,Competitor made better offer
2363-BJLSL,,
2364-UFROM,,
2368-GAKKQ,,
2369-FEVNO,,
2369-UAPKZ,Other,Moved
2371-JQHZZ,,
2371-JUNGC,,
2371-KFUOG,,
2372-HWUHI,Other,Don't know
2373-NTKOD,,
2378-HTWFW,,
2378-VTKDH,,
2378-YIZKA,,
2379-ENZGV,Competitor,Competitor made better offer
2379-GYFLQ,,
2380-DAMQP,,
2382-BCKQJ,Competitor,Competitor made better offer
2384-OVPSA,,
2386-LAHRK,Dissatisfaction,Product dissatisfaction
2386-OWURY,,
2387-KDZQY,,
2388-LAESQ,,
2391-IPLOP,,
2391-SOORI,Dissatisfaction,Lack of self-service on Website
2393-DIVAI,,
2397-BRLOM,Other,Don't know
2398-YPMUR,Dissatisfaction,Poor expertise of online support
2400-FEQME,,
2400-XIWIO,,
2402-TAIRZ,,
2403-BCASL,Other,Don't know
2404-JIBFC,,
2405-LBMUW,,
2408-PSJVE,,
2408-TZMJL,Dissatisfaction,Network reliability
2408-WITXK,Other,Deceased
2410-CIYFZ,,
2418-TPEUN,,
2419-FSORS,,
2424-WVHPL,,
2428-HYUNX,,
2428-ZMCTB,,
2429-AYKKO,,
2430-RRYUW,,
2430-USGXP,Price,Lack of affordable download/upload speed
2432-TFSMK,,
2433-KMEAS,Other,Don't know
2434-EEVDB,,
2436-QBZFP,,
2439-LYPMQ,,
2439-QKJUL,,
2446-BEGGB,Attitude,Attitude of support person
2446-PLQVO,Other,Don't know
2446-ZKVAF,,
2450-ZKEED,,
2451-YMUXS,,
2452-KDRRH,,
2452-MRMZF,,
2452-SNHFZ,,
2453-SAFNS,,
2454-RPBRZ,Dissatisfaction,Service dissatisfaction
2455-USLMV,,
2458-EOMRE,,
2460-FPSYH,Attitude,Attitude of support person
2460-NGXBJ,,
2462-XIIJB,Competitor,Competitor offered more data
2465-BLLEU,,
2466-FCCPT,,
2466-NEJOJ,,
2468-SJFLM,,
2469-DTSGX,,
2472-OVKUP,Dissatisfaction,Service dissatisfaction
2474-BRUCM,Other,Don't know
2474-LCNUE,,
2475-MROZF,,
2476-YGEFM,,
2478-EEWWM,,
2479-BRAMR,Competitor,Competitor offered more data
2480-EJWYP,,
2480-JZOSN,,
2480-SQIOB,,
2481-SBOYW,,
2482-CZGBB,Competitor,Competitor had better devices
2483-XSSMZ,,
2484-DGXPZ,Attitude,Attitude of support person
2485-ITVKB,Attitude,Attitude of support person
2486-WYVVE,,
2495-INZWQ,Attitude,Attitude of service provider
2495-KZNFB,,
2495-TTHBQ,,
2498-XLDZR,,
2499-AJYUA,,
2501-XWWTZ,,
2504-DSHIH,,
2506-CLAKW,Attitude,Attitude of support person
2506-TNFCO,Dissatisfaction,Network reliability
2507-QZPQS,,
2509-TFPJU,,
2511-ALLCS,,
2511-MORQY,,
2514-GINMM,Attitude,Attitude of service provider
2516-VQRRV,Price,Long distance charges
2516-XSJKX,,
2519-ERQOJ,,
2519-FAKOD,Competitor,Competitor had better devices
2519-LBNQL,,
2519-TWKFS,,
2520-SGTTA,,
2521-NPUZR,,
2522-AHJXR,,
2522-WLNSF,,
2523-EWWZL,,
2525-GVKQU,,
2528-HFYZX,Competitor,Competitor had better devices
2530-ENDWQ,Competitor,Competitor offered more data
2530-FMFXO,,
2533-QVMSK,Competitor,Competitor offered more data
2533-TIBIX,,
2535-PBCGC,,
2538-OIMXF,,
2541-YGPKE,,
2542-HYGIQ,,
2545-EBUPK,,
2545-LXYVJ,,
2546-KZAAT,,
2550-AEVRU,,
2550-QHZGP,,
2558-BUOZZ,,
2560-PPCHE,,
2560-QTSBS,,
2560-WBWXF,,
2565-JSLRY,Price,Price too high
2568-BRGYX,Competitor,Competitor had better devices
2568-OIADY,Competitor,Competitor made better offer
2569-WGERO,,
2573-GYRUU,,
2575-GFSOE,Attitude,Attitude of service provider
2576-HXMPA,,
2577-GVSIL,,
2578-JQPHZ,,
2580-ASVVY,,
2580-ATZSQ,,
2581-VKIRT,,
2582-FFFZR,,
2585-KTFRE,,
2586-CWXVV,,
2587-EKXTS,,
2587-YNLES,,
2589-AYCRP,,
2592-HODOV,,
2592-SEIFQ,Competitor,Competitor offered higher download speeds
2592-YKDIF,,
2595-KIWPV,,
2599-CIPQE,,
2599-CZABP,,
2603-HVKCG,,
2604-IJPDU,,
2604-XVDAM,,
2606-PKWJB,,
2606-RMDHZ,Competitor,Competitor had better devices
2607-DHDAK,,
2607-FBDFF,,
2608-BHKFN,Competitor,Competitor had better devices
2609-IAICY,Dissatisfaction,Limited range of services
2612-PHGOX,,
2612-RANWT,Price,Price too high
2612-RRIDN,Dissatisfaction,Limited range of services
2615-YVMYX,,
2616-FLVQC,,
2616-UUTFK,,
2619-WFQWU,Competitor,Competitor offered higher download speeds
2621-UDNLU,,
2623-DRYAM,,
2625-TRCZQ,,
2626-URJFX,Dissatisfaction,Network reliability
2626-VEEWG,,
2632-IVXVF,,
2632-TACXW,,
2632-UCGVD,Price,Extra data charges
2634-HCZGT,Other,Moved
2636-ALXXZ,Dissatisfaction,Poor expertise of online support
2636-OHFMN,Price,Long distance charges
2636-SJDOU,,
2637-FKFSY,,
2639-UGMAZ,,
2640-LYMOV,,
2640-PMGFL,Price,Lack of affordable download/upload speed
2642-DTVCO,Attitude,Attitude of service provider
2642-MAWLJ,,
2645-QTLMB,Dissatisfaction,Network reliability
2649-HWLYB,,
2650-GYRYL,,
2651-ZCBXV,,
2654-VBVPB,,
2656-FMOKZ,Dissatisfaction,Limited range of services
2656-TABEH,Dissatisfaction,Service dissatisfaction
2657-ALMWY,Price,Price too high
2657-VPXTA,,
2659-VXMWZ,Attitude,Attitude of support person
2660-EMUBI,Competitor,Competitor made better offer
2661-GKBTK,,
2662-NNTDK,,
2664-XJZNO,,
2665-NPTGL,,
2667-WYLWJ,Price,Long distance charges
2668-TZSPS,,
2669-OIDSD,,
2669-QVCRG,,
2672-DZUOY,Competitor,Competitor had better devices
2672-HUYVI,Price,Long distance charges
2672-OJQZP,,
2672-TGEFF,,
2673-CXQEU,,
2673-ZALNP,,
2674-MIAHT,,
2674-MLXMN,,
2675-DHUTR,,
2675-IJRGJ,,
2675-OTVVJ,,
2676-ISHSF,,
2676-OXPPQ,,
2676-SSLTO,,
2680-XKKNJ,,
2682-KEVRP,,
2683-BPJSO,Dissatisfaction,Lack of self-service on Website
2683-JXWQQ,,
2684-EIWEO,Competitor,Competitor made better offer
2685-SREOM,Competitor,Competitor had better devices
2688-BHGOG,,
2690-DVRVK,,
2691-NZETQ,Competitor,Competitor offered higher download speeds
2692-AQCPF,,
2692-BUCFV,,
2692-PFYTJ,,
2694-CIUMO,,
2696-ECXKC,,
2696-NARTR,Other,Moved
2696-RZVZW,,
2697-NQBPF,,
2700-LUEVA,,
2703-AMTUL,,
2706-QZIHY,,
2709-UQGNP,,
2710-WYVXG,,
2712-SYWAY,,
2716-GFZOR,,
2717-HVIZY,,
2718-GAXQD,Competitor,Competitor made better offer
2718-YSKCS,,
2719-BDAQO,Price,Price too high
2720-FVBQP,,
2720-WGKHP,Other,Don't know
2722-JMONI,Dissatisfaction,Limited range of services
2722-VOJQL,Other,Don't know
2724-FJDYW,,
2725-IWWBA,,
2725-KXXWT,Attitude,Attitude of support person
2725-TTRIQ,,
2729-VNVAP,,
2731-GJRDG,,
2732-ISEZX,,
2737-WFVYW,Dissatisfaction,Product dissatisfaction
2737-YNGYW,Attitude,Attitude of support person
2739-CACDQ,,
2739-CCZMB,,
2740-JFBOK,,
2740-TVLFN,,
2746-DIJLO,,
2748-MYRVK,Price,Long distance charges
2749-CTKAJ,,
2750-BJLSB,,
2753-JMMCV,,
2754-SDJRD,,
2754-VDLTR,Competitor,Competitor offered more data
2754-XBHTB,Competitor,Competitor made better offer
2758-RNWXS,,
2761-OCIAX,Competitor,Competitor made better offer
2761-XECQW,,
2770-NSVDG,,
2773-MADBQ,,
2773-OVBPK,,
2774-LVQUS,Competitor,Competitor made better offer
2775-SEFEE,,
2777-PHDEI,Competitor,Competitor offered more data
2778-OCLGR,Competitor,Competitor had better devices
2782-JEEBU,,
2782-LFZVW,,
2786-GCDPI,,
2788-CJQAQ,,
2789-CZANW,,
2789-HQBOU,,
2790-XUYMV,,
2791-SFVEW,,
2792-LSHWX,,
2792-VPPET,,
2794-XIMMO,Price,Lack of affordable download/upload speed
2796-NNUFI,,
2796-UUZZO,,
2798-NYLMZ,,
2799-ARNLO,,
2799-TSLAG,,
2800-QQUSO,,
2800-VEQXM,,
2801-NISEI,,
2804-ETQDK,,
2805-AUFQN,,
2805-EDJPQ,,
2806-MLNTI,,
2808-CHTDM,,
2809-ILCYT,,
2809-ZMYOQ,,
2810-FTLEM,Competitor,Competitor offered higher download speeds
2811-POVEX,,
2812-ENYMO,,
2812-REYAT,,
2812-SFXMJ,,
2815-CPTUL,Price,Price too high
2817-LVCPP,,
2817-NTQDO,Dissatisfaction,Poor expertise of online support
2819-GWENI,,
2821-WARNZ,,
2823-LKABH,,
2824-DXNKN,,
2824-MYYBN,,
2826-DXLQO,,
2826-UWHIS,,
2828-SLQPF,,
2829-HYVZP,,
2830-LEWOA,,
2831-EBWRN,,
2832-KJCRD,,
2832-SCUCO,,
2833-SLKDQ,Competitor,Competitor had better devices
2834-JKOOW,,
2834-JRTUA,Competitor,Competitor had better devices
2834-SPCJV,Competitor,Competitor had better devices
2839-RFSQE,Attitude,Attitude of support person
2840-XANRC,Competitor,Competitor made better offer
2842-BCQGE,,
2842-JTCCU,Attitude,Attitude of service provider
2843-CQMEG,,
2845-AFFTX,Dissatisfaction,Product dissatisfaction
2845-HSJCY,Competitor,Competitor made better offer
2845-KDHVX,,
2848-YXSMW,,
2851-MMUTZ,,
2851-STERV,,
2853-CWQFQ,,
2856-HYAPG,Price,Price too high
2856-NNASM,Dissatisfaction,Network reliability
2858-EIMXH,,
2858-MOFSQ,Price,Price too high
2860-RANUS,Price,Price too high
2862-JVEOY,,
2862-PFNIK,,
2863-IMQDR,,
